ID,YN_SEEN_STARWARS,YN_FAN_STARWARS,YN_SEEN_EPISODE_1,YN_SEEN_EPISODE_2,YN_SEEN_EPISODE_3,YN_SEEN_EPISODE_4,YN_SEEN_EPISODE_5,YN_SEEN_EPISODE_6,VAL_RANK_EPISODE_1,VAL_RANK_EPISODE_2,VAL_RANK_EPISODE_3,VAL_RANK_EPISODE_4,VAL_RANK_EPISODE_5,VAL_RANK_EPISODE_6,CAT_FAVOR_HAN_SOLO,CAT_FAVOR_LUKE,CAT_FAVOR_LEIA,CAT_FAVOR_ANAKIN,CAT_FAVOR_OBI_WAN,CAT_FAVOR_EMPEROR_PALPATINE,CAT_FAVOR_DARTH_VADER,CAT_FAVOR_LANDO,CAT_FAVOR_BOBA_FETT,CAT_FAVOR_C3PO,CAT_FAVOR_R2D2,CAT_FAVOR_JARJAR,CAT_FAVOR_PADME,CAT_FAVOR_YODA,CAT_WHO_SHOT_FIRST,YN_KNOW_EXPANDED_UNIVERSE,YN_FAN_EXPANDED_UNIVERSE,YN_FAN_STAR_TREK,IND_DEMOGRAPHIC_FEMALE,CAT_DEMOGRAPHIC_AGE,CAT_DEMOGRAPHIC_INCOME,CAT_DEMOGRAPHIC_EDUCATION,CAT_DEMOGRAPHIC_LOCATION
3290893301,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,> 60,"$150,000+",Bachelor degree,East North Central
3290889443,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Very unfavorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Han,No,NA,No,1,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
3290888715,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290888303,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,6,5,2,3,1,Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Han,No,NA,Yes,0,18-29,NA,High school degree,East North Central
3290888102,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6,5,3,1,4,2,Very favorably,Very favorably,Somewhat favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),NA,NA,Very favorably,Very favorably,NA,NA,Very favorably,I don't understand this question,No,NA,No,1,45-60,"$25,000 - $49,999",Graduate degree,Mountain
3290888079,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,5,6,1,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,I don't understand this question,No,NA,Yes,1,> 60,NA,Some college or Associate degree,Middle Atlantic
3290884427,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,1,2,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Greedo,Yes,No,Yes,0,45-60,NA,Bachelor degree,Pacific
3290881566,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,Han,No,NA,No,1,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3290879019,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,NA,Yes,1,45-60,"$25,000 - $49,999",Graduate degree,East South Central
3290878766,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,Yes,0,45-60,"$150,000+",Bachelor degree,South Atlantic
3290874545,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,45-60,NA,NA,NA
3290873342,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,2,3,4,1,5,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,Yes,Yes,No,0,30-44,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3290871307,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,No,NA,Yes,0,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3290869696,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
3290863729,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,2,4,1,3,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Han,No,NA,Yes,1,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
3290863193,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,4,1,3,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Han,Yes,No,Yes,0,45-60,NA,Bachelor degree,South Atlantic
3290862050,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290860908,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,3,4,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),NA,Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Greedo,Yes,No,Yes,0,45-60,"$0 - $24,999",Graduate degree,Mountain
3290860842,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,6,5,1,2,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,I don't understand this question,No,NA,No,0,> 60,NA,Some college or Associate degree,South Atlantic
3290860558,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,3,1,2,5,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,No,NA,No,0,30-44,NA,Bachelor degree,New England
3290858689,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290858543,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,3,5,2,1,6,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,I don't understand this question,Yes,No,Yes,0,45-60,"$150,000+",Graduate degree,New England
3290855818,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,4,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,Yes,0,45-60,NA,High school degree,East North Central
3290854802,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,3,1,2,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Han,Yes,Yes,No,0,30-44,"$0 - $24,999",High school degree,Pacific
3290853559,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,5,1,6,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Han,No,NA,Yes,0,45-60,"$25,000 - $49,999",Some college or Associate degree,East South Central
3290853267,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290852271,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,18-29,"$0 - $24,999",Graduate degree,Middle Atlantic
3290848617,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,1,2,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,NA,Yes,0,45-60,"$100,000 - $149,999",Bachelor degree,West South Central
3290846848,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,NA,No,0,> 60,"$100,000 - $149,999",Some college or Associate degree,East North Central
3290846769,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,1,5,6,2,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,I don't understand this question,No,NA,No,1,18-29,NA,Bachelor degree,New England
3290846466,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,6,5,2,4,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,NA,Yes,0,45-60,"$25,000 - $49,999",Bachelor degree,South Atlantic
3290845752,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,1,2,3,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,No,NA,No,0,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
3290845367,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,6,1,3,2,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,Yes,No,Yes,0,30-44,"$0 - $24,999",High school degree,South Atlantic
3290845046,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Very unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Han,No,NA,Yes,1,> 60,"$25,000 - $49,999",Some college or Associate degree,West North Central
3290844577,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,18-29,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3290841815,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,1,30-44,"$50,000 - $99,999",Bachelor degree,East South Central
3290840905,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central
3290836653,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,5,1,6,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Greedo,No,NA,No,1,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
3290834007,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,NA,Yes,NA,NA,NA,NA,NA
3290829888,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6,4,5,1,2,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),I don't understand this question,No,NA,Yes,0,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3290828902,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,45-60,NA,Graduate degree,South Atlantic
3290824340,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,45-60,"$150,000+",Some college or Associate degree,Pacific
3290821620,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,1,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,NA,No,1,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3290819415,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,5,4,6,1,2,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,NA,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,NA,No,0,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
3290815080,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3290812610,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,4,5,6,1,2,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Greedo,No,NA,No,1,45-60,"$50,000 - $99,999",Graduate degree,West North Central
3290810177,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,1,2,3,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Very favorably,Han,No,NA,Yes,1,30-44,"$50,000 - $99,999",Graduate degree,East South Central
3290810023,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,NA,No,1,18-29,"$0 - $24,999",Graduate degree,East North Central
3290807769,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
3290806200,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,1,2,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290805125,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,NA,No,0,45-60,"$150,000+",Graduate degree,South Atlantic
3290804128,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290804008,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,3,5,6,1,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,No,Yes,0,45-60,NA,Bachelor degree,Mountain
3290799403,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,I don't understand this question,Yes,No,Yes,0,45-60,"$0 - $24,999",Some college or Associate degree,Middle Atlantic
3290798641,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3290798064,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,3,1,6,5,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,No,NA,Yes,0,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3290796650,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,4,5,6,3,1,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,NA,Yes,1,45-60,NA,Bachelor degree,West North Central
3290792507,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,4,3,1,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Han,No,NA,Yes,0,18-29,"$25,000 - $49,999",Bachelor degree,Pacific
3290787286,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,6,3,1,2,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Han,No,NA,No,1,18-29,NA,Less than high school degree,Pacific
3290785928,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,2,6,5,4,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Han,No,NA,No,0,18-29,"$0 - $24,999",Bachelor degree,Pacific
3290782952,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,45-60,"$25,000 - $49,999",High school degree,Middle Atlantic
3290781544,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,6,3,1,4,2,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,No,NA,Yes,0,30-44,"$100,000 - $149,999",Bachelor degree,West North Central
3290781284,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3290781039,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,5,4,6,2,3,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,NA,Yes,0,> 60,"$100,000 - $149,999",Bachelor degree,West South Central
